"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","9","","","","UnitTests.Repositories.DocumentRepositoryInMemoryTests","CreateDocument_ShouldCreateSuccessfully","UnitTests.Repositories.DocumentRepositoryInMemoryTests.CreateDocument_ShouldCreateSuccessfully",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","4","","","","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","SetRelationship_ShouldDeleteRelationship","UnitTests.Repositories.RelationshipRepositoryInMemoryTests.SetRelationship_ShouldDeleteRelationship",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","0","","","","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithInvalidEmail_ThrowsValidationException(invalidEmail: ""  "")","UnitTests.Services.PersonServiceTests+AddPersonContactTests.WithInvalidEmail_ThrowsValidationException(String invalidEmail)",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","0","","","","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithInvalidEmail_ThrowsValidationException(invalidEmail: ""@example.com"")","UnitTests.Services.PersonServiceTests+AddPersonContactTests.WithInvalidEmail_ThrowsValidationException(String invalidEmail)",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","9","","","","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests","CreateCharacteristic_ShouldCreateSuccessfully","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests.CreateCharacteristic_ShouldCreateSuccessfully",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","1","","","","UnitTests.Repositories.PropertyRepositoryInMemoryTests","DeleteProperty_ShouldThrow_WhenPropertyNotFound","UnitTests.Repositories.PropertyRepositoryInMemoryTests.DeleteProperty_ShouldThrow_WhenPropertyNotFound",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","9","","","","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","SetRelationship_ShouldCreateRelationship","UnitTests.Repositories.RelationshipRepositoryInMemoryTests.SetRelationship_ShouldCreateRelationship",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","11","","","","UnitTests.Repositories.PersonRepositoryInMemoryTests","GetPerson_ShouldReturnPerson_WhenExists","UnitTests.Repositories.PersonRepositoryInMemoryTests.GetPerson_ShouldReturnPerson_WhenExists",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","6","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","CreateUser_ShouldCreateSuccessfully","UnitTests.Repositories.UserRepositoryInMemoryTests.CreateUser_ShouldCreateSuccessfully",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","GetUser_ShouldThrow_WhenUserNotFound","UnitTests.Repositories.UserRepositoryInMemoryTests.GetUser_ShouldThrow_WhenUserNotFound",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","1","","","","UnitTests.Repositories.DocumentRepositoryInMemoryTests","DeleteDocument_ShouldThrow_WhenDocumentNotFound","UnitTests.Repositories.DocumentRepositoryInMemoryTests.DeleteDocument_ShouldThrow_WhenDocumentNotFound",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","CreateUser_ShouldThrow_WhenUserAlreadyExists","UnitTests.Repositories.UserRepositoryInMemoryTests.CreateUser_ShouldThrow_WhenUserAlreadyExists",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","ChangePassword_ShouldThrow_WhenUserNotFound","UnitTests.Repositories.UserRepositoryInMemoryTests.ChangePassword_ShouldThrow_WhenUserNotFound",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","3","","","","UnitTests.Services.AuthServiceTests","ChangePassword_UserNotFound_ThrowsUserNotFoundException","UnitTests.Services.AuthServiceTests.ChangePassword_UserNotFound_ThrowsUserNotFoundException",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","3","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","ChangePassword_ShouldUpdatePassword","UnitTests.Repositories.UserRepositoryInMemoryTests.ChangePassword_ShouldUpdatePassword",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WithDepth1_ReturnsDirectRelationships","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WithDepth1_ReturnsDirectRelationships",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","16","","","","UnitTests.Repositories.ContactRepositoryInMemoryTests","GetPersonIdByContact_ShouldThrowException_WhenContactNotFound","UnitTests.Repositories.ContactRepositoryInMemoryTests.GetPersonIdByContact_ShouldThrowException_WhenContactNotFound",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WhenNoFurtherRelationships_StopsEarly","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WhenNoFurtherRelationships_StopsEarly",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","1","","","","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests","GetPersonsCharacteristics_ShouldReturnEmpty_WhenNoCharacteristics","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests.GetPersonsCharacteristics_ShouldReturnEmpty_WhenNoCharacteristics",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","1","","","","UnitTests.Repositories.PersonRepositoryInMemoryTests","CreatePerson_ShouldCreateSuccessfully","UnitTests.Repositories.PersonRepositoryInMemoryTests.CreatePerson_ShouldCreateSuccessfully",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","8","","","","UnitTests.Repositories.PropertyRepositoryInMemoryTests","DeleteProperty_ShouldDeleteSuccessfully","UnitTests.Repositories.PropertyRepositoryInMemoryTests.DeleteProperty_ShouldDeleteSuccessfully",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","15","","","","UnitTests.Repositories.ContactRepositoryInMemoryTests","CreateContact_ShouldThrowException_WhenPersonDoesNotExist","UnitTests.Repositories.ContactRepositoryInMemoryTests.CreateContact_ShouldThrowException_WhenPersonDoesNotExist",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","37","","","","UnitTests.Services.PersonServiceTests+AddPersonDocumentTests","WithValidPassport_CallsRepository","UnitTests.Services.PersonServiceTests+AddPersonDocumentTests.WithValidPassport_CallsRepository",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","9","","","","UnitTests.Services.PersonServiceTests+GetPersonsTests","GetPersons_ReturnsFilteredPersons","UnitTests.Services.PersonServiceTests+GetPersonsTests.GetPersons_ReturnsFilteredPersons",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","1","","","","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithInvalidPhone_ThrowsValidationException","UnitTests.Services.PersonServiceTests+AddPersonContactTests.WithInvalidPhone_ThrowsValidationException",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","3","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","DeleteUser_ShouldDeleteSuccessfully","UnitTests.Repositories.UserRepositoryInMemoryTests.DeleteUser_ShouldDeleteSuccessfully",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","1","","","","UnitTests.Services.UserServiceTests","CreateUser_ShouldGeneratePasswordAndCallRepository","UnitTests.Services.UserServiceTests.CreateUser_ShouldGeneratePasswordAndCallRepository",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+CreatePersonTests","CreatePerson_WhenPersonExists_ThrowsPersonAlreadyExistsException","UnitTests.Services.PersonServiceTests+CreatePersonTests.CreatePerson_WhenPersonExists_ThrowsPersonAlreadyExistsException",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","3","","","","UnitTests.Services.PersonServiceTests+SetPersonsRelationshipTests","SetPersonsRelationship_WithValidIds_CallsRepository","UnitTests.Services.PersonServiceTests+SetPersonsRelationshipTests.SetPersonsRelationship_WithValidIds_CallsRepository",""
"passed","Tue Oct 21 17:56:48 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","202","","","","UnitTests.Repositories.DocumentRepositoryInMemoryTests","GetPersonDocuments_ShouldReturnEmpty_WhenNoDocuments","UnitTests.Repositories.DocumentRepositoryInMemoryTests.GetPersonDocuments_ShouldReturnEmpty_WhenNoDocuments",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","1","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WhenDepthIsZero_ThrowsArgumentException","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WhenDepthIsZero_ThrowsArgumentException",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+DeletePersonPropertyTests","WithValidId_CallsRepository","UnitTests.Services.PersonServiceTests+DeletePersonPropertyTests.WithValidId_CallsRepository",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","26","","","","UnitTests.Services.AuthServiceTests","ChangePassword_InvalidNewPassword_ThrowsBadPasswordException","UnitTests.Services.AuthServiceTests.ChangePassword_InvalidNewPassword_ThrowsBadPasswordException",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+DeletePersonContactTests","WithValidId_CallsRepository","UnitTests.Services.PersonServiceTests+DeletePersonContactTests.WithValidId_CallsRepository",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","5","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WhenPersonDontExists_ThrowsException","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WhenPersonDontExists_ThrowsException",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Repositories.ContactRepositoryInMemoryTests","GetPersonIdByContact_ShouldReturnPerson","UnitTests.Repositories.ContactRepositoryInMemoryTests.GetPersonIdByContact_ShouldReturnPerson",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","1","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WhenNoRelationships_WithDepth1_ReturnsEmpty","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WhenNoRelationships_WithDepth1_ReturnsEmpty",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","22","","","","UnitTests.Services.AuthServiceTests","ChangePassword_WrongOldPassword_ThrowsWrongPasswordException","UnitTests.Services.AuthServiceTests.ChangePassword_WrongOldPassword_ThrowsWrongPasswordException",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","5","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WithCircularRelationship_ReturnsRelationshipsWithoutDuplicates","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WithCircularRelationship_ReturnsRelationshipsWithoutDuplicates",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","40","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","GetUsers_ShouldReturnAllUsers","UnitTests.Repositories.UserRepositoryInMemoryTests.GetUsers_ShouldReturnAllUsers",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","3","","","","UnitTests.Services.PersonServiceTests+GetPersonIdByContactTests","WithValidPhone_ReturnsPersonId","UnitTests.Services.PersonServiceTests+GetPersonIdByContactTests.WithValidPhone_ReturnsPersonId",""
"passed","Tue Oct 21 17:56:48 GMT 2025","Tue Oct 21 17:56:48 GMT 2025","197","","","","UnitTests.Repositories.DocumentRepositoryInMemoryTests","CreateDocument_ShouldThrow_WhenDocumentAlreadyExists","UnitTests.Repositories.DocumentRepositoryInMemoryTests.CreateDocument_ShouldThrow_WhenDocumentAlreadyExists",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Repositories.PersonRepositoryInMemoryTests","CreatePerson_ShouldThrow_WhenIdAlreadyExists","UnitTests.Repositories.PersonRepositoryInMemoryTests.CreatePerson_ShouldThrow_WhenIdAlreadyExists",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","16","","","","UnitTests.Repositories.ContactRepositoryInMemoryTests","CreateContact_ShouldCreateSuccessfully","UnitTests.Repositories.ContactRepositoryInMemoryTests.CreateContact_ShouldCreateSuccessfully",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","5","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WithDepth2_ReturnsMultiLevelRelationships2","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WithDepth2_ReturnsMultiLevelRelationships2",""
"passed","Tue Oct 21 17:56:47 GMT 2025","Tue Oct 21 17:56:47 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+DeletePersonTests","DeletePerson_WithDefaultId_ThrowsArgumentException","UnitTests.Services.PersonServiceTests+DeletePersonTests.DeletePerson_WithDefaultId_ThrowsArgumentException",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","39","","","","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithInvalidEmail_ThrowsValidationException(invalidEmail: ""invalid-email"")","UnitTests.Services.PersonServiceTests+AddPersonContactTests.WithInvalidEmail_ThrowsValidationException(String invalidEmail)",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","2","","","","UnitTests.Services.UserServiceTests","DeleteUser_ShouldThrowUserNotFoundException_WhenUserNotExists","UnitTests.Services.UserServiceTests.DeleteUser_ShouldThrowUserNotFoundException_WhenUserNotExists",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","2","","","","UnitTests.Repositories.PropertyRepositoryInMemoryTests","CreateProperty_ShouldThrow_WhenPropertyAlreadyExists","UnitTests.Repositories.PropertyRepositoryInMemoryTests.CreateProperty_ShouldThrow_WhenPropertyAlreadyExists",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","1","","","","UnitTests.Repositories.PropertyRepositoryInMemoryTests","GetPersonProperties_ShouldThrow_WhenPersonNotFound","UnitTests.Repositories.PropertyRepositoryInMemoryTests.GetPersonProperties_ShouldThrow_WhenPersonNotFound",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","1","","","","UnitTests.Services.PersonServiceTests+GetPersonTests","GetPerson_WithDefaultId_ThrowsArgumentException","UnitTests.Services.PersonServiceTests+GetPersonTests.GetPerson_WithDefaultId_ThrowsArgumentException",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+CreatePersonTests","CreatePerson_WithValidData_ReturnsGuid","UnitTests.Services.PersonServiceTests+CreatePersonTests.CreatePerson_WithValidData_ReturnsGuid",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","0","","","","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithInvalidEmail_ThrowsValidationException(invalidEmail: """")","UnitTests.Services.PersonServiceTests+AddPersonContactTests.WithInvalidEmail_ThrowsValidationException(String invalidEmail)",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+GetPersonTests","GetPerson_WhenPersonNotFound_ThrowsPersonNotFoundException","UnitTests.Services.PersonServiceTests+GetPersonTests.GetPerson_WhenPersonNotFound_ThrowsPersonNotFoundException",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Repositories.ContactRepositoryInMemoryTests","CreateContact_ShouldThrowException_WhenContactIdAlreadyExists","UnitTests.Repositories.ContactRepositoryInMemoryTests.CreateContact_ShouldThrowException_WhenContactIdAlreadyExists",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Services.AuthServiceTests","Login_UserNotFound_ThrowsUserNotFoundException","UnitTests.Services.AuthServiceTests.Login_UserNotFound_ThrowsUserNotFoundException",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","5","","","","UnitTests.Services.PersonServiceTests+GetPersonTests","GetPerson_WithValidId_ReturnsPersonFull","UnitTests.Services.PersonServiceTests+GetPersonTests.GetPerson_WithValidId_ReturnsPersonFull",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","GetPersonRelationships_ShouldReturnEmpty_WhenNoRelationships","UnitTests.Repositories.RelationshipRepositoryInMemoryTests.GetPersonRelationships_ShouldReturnEmpty_WhenNoRelationships",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","4","","","","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","SetRelationship_ShouldUpdateExistingRelationship","UnitTests.Repositories.RelationshipRepositoryInMemoryTests.SetRelationship_ShouldUpdateExistingRelationship",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","5","","","","UnitTests.Services.AuthServiceTests","ChangePassword_ValidInput_ChangesPassword","UnitTests.Services.AuthServiceTests.ChangePassword_ValidInput_ChangesPassword",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WithDepth2_ReturnsMultiLevelRelationships1","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WithDepth2_ReturnsMultiLevelRelationships1",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","17","","","","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests","CreateCharacteristic_ShouldThrow_WhenAuthorDoesNotExist","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests.CreateCharacteristic_ShouldThrow_WhenAuthorDoesNotExist",""
"passed","Tue Oct 21 17:56:48 GMT 2025","Tue Oct 21 17:56:48 GMT 2025","9","","","","UnitTests.Repositories.DocumentRepositoryInMemoryTests","CreateDocument_ShouldThrow_WhenPersonDoesNotExist","UnitTests.Repositories.DocumentRepositoryInMemoryTests.CreateDocument_ShouldThrow_WhenPersonDoesNotExist",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","2","","","","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests","GetCharacteristicById_ShouldReturnCharacteristic","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests.GetCharacteristicById_ShouldReturnCharacteristic",""
"passed","Tue Oct 21 17:56:50 GMT 2025","Tue Oct 21 17:56:50 GMT 2025","33","","","","UnitTests.Repositories.PropertyRepositoryInMemoryTests","CreateProperty_ShouldCreateSuccessfully","UnitTests.Repositories.PropertyRepositoryInMemoryTests.CreateProperty_ShouldCreateSuccessfully",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","15","","","","UnitTests.Services.PersonServiceTests+AddPersonDocumentTests","WithInvalidPassportJson_ThrowsValidationException","UnitTests.Services.PersonServiceTests+AddPersonDocumentTests.WithInvalidPassportJson_ThrowsValidationException",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","15","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","DeleteUser_ShouldThrow_WhenUserNotFound","UnitTests.Repositories.UserRepositoryInMemoryTests.DeleteUser_ShouldThrow_WhenUserNotFound",""
"passed","Tue Oct 21 17:56:49 GMT 2025","Tue Oct 21 17:56:49 GMT 2025","22","","","","UnitTests.Repositories.DocumentRepositoryInMemoryTests","DeleteDocument_ShouldDeleteSuccessfully","UnitTests.Repositories.DocumentRepositoryInMemoryTests.DeleteDocument_ShouldDeleteSuccessfully",""
