"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","2","","","","UnitTests.Repositories.PropertyRepositoryInMemoryTests","GetPersonProperties_ShouldReturnEmpty_WhenNoProperties","UnitTests.Repositories.PropertyRepositoryInMemoryTests.GetPersonProperties_ShouldReturnEmpty_WhenNoProperties",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","20","","","","UnitTests.Repositories.DocumentRepositoryInMemoryTests","GetPersonDocuments_ShouldReturnEmpty_WhenNoDocuments","UnitTests.Repositories.DocumentRepositoryInMemoryTests.GetPersonDocuments_ShouldReturnEmpty_WhenNoDocuments",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","0","","","","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithInvalidEmail_ThrowsValidationException(invalidEmail: ""test@.com"")","UnitTests.Services.PersonServiceTests+AddPersonContactTests.WithInvalidEmail_ThrowsValidationException(String invalidEmail)",""
"passed","Tue Oct 21 18:07:19 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","371","","","","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","SetRelationship_ShouldThrow_WhenPersonNotFound","UnitTests.Repositories.RelationshipRepositoryInMemoryTests.SetRelationship_ShouldThrow_WhenPersonNotFound",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","1","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","CreateUser_ShouldThrow_WhenUserAlreadyExists","UnitTests.Repositories.UserRepositoryInMemoryTests.CreateUser_ShouldThrow_WhenUserAlreadyExists",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","2","","","","UnitTests.Repositories.ContactRepositoryInMemoryTests","CreateContact_ShouldThrowException_WhenContactIdAlreadyExists","UnitTests.Repositories.ContactRepositoryInMemoryTests.CreateContact_ShouldThrowException_WhenContactIdAlreadyExists",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","13","","","","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","SetRelationship_ShouldDeleteRelationship","UnitTests.Repositories.RelationshipRepositoryInMemoryTests.SetRelationship_ShouldDeleteRelationship",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","1","","","","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests","GetCharacteristicById_ShouldThrow_WhenNotFound","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests.GetCharacteristicById_ShouldThrow_WhenNotFound",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","3","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","CreateUser_ShouldCreateSuccessfully","UnitTests.Repositories.UserRepositoryInMemoryTests.CreateUser_ShouldCreateSuccessfully",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","1","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","GetUser_ShouldThrow_WhenUserNotFound","UnitTests.Repositories.UserRepositoryInMemoryTests.GetUser_ShouldThrow_WhenUserNotFound",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","10","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","DeleteUser_ShouldThrow_WhenUserNotFound","UnitTests.Repositories.UserRepositoryInMemoryTests.DeleteUser_ShouldThrow_WhenUserNotFound",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","4","","","","UnitTests.Services.AuthServiceTests","ChangePassword_InvalidNewPassword_ThrowsBadPasswordException","UnitTests.Services.AuthServiceTests.ChangePassword_InvalidNewPassword_ThrowsBadPasswordException",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","3","","","","UnitTests.Services.AuthServiceTests","Login_UserNotFound_ThrowsUserNotFoundException","UnitTests.Services.AuthServiceTests.Login_UserNotFound_ThrowsUserNotFoundException",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","60","","","","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","GetPersonRelationships_ShouldReturnRelationships","UnitTests.Repositories.RelationshipRepositoryInMemoryTests.GetPersonRelationships_ShouldReturnRelationships",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","2","","","","UnitTests.Services.UserServiceTests","CreateUser_ShouldGeneratePasswordAndCallRepository","UnitTests.Services.UserServiceTests.CreateUser_ShouldGeneratePasswordAndCallRepository",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","1","","","","UnitTests.Repositories.DocumentRepositoryInMemoryTests","DeleteDocument_ShouldThrow_WhenDocumentNotFound","UnitTests.Repositories.DocumentRepositoryInMemoryTests.DeleteDocument_ShouldThrow_WhenDocumentNotFound",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","21","","","","UnitTests.Services.PersonServiceTests+CreatePersonTests","CreatePerson_WhenPersonExists_ThrowsPersonAlreadyExistsException","UnitTests.Services.PersonServiceTests+CreatePersonTests.CreatePerson_WhenPersonExists_ThrowsPersonAlreadyExistsException",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","3","","","","UnitTests.Services.PersonServiceTests+ChangePersonGeneralInfoTests","ChangePersonGeneralInfo_WithValidData_CallsRepository","UnitTests.Services.PersonServiceTests+ChangePersonGeneralInfoTests.ChangePersonGeneralInfo_WithValidData_CallsRepository",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","3","","","","UnitTests.Services.AuthServiceTests","Login_WrongPassword_ThrowsWrongPasswordException","UnitTests.Services.AuthServiceTests.Login_WrongPassword_ThrowsWrongPasswordException",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","0","","","","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithInvalidEmail_ThrowsValidationException(invalidEmail: """")","UnitTests.Services.PersonServiceTests+AddPersonContactTests.WithInvalidEmail_ThrowsValidationException(String invalidEmail)",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","7","","","","UnitTests.Repositories.ContactRepositoryInMemoryTests","DeleteContact_ShouldThrowException_WhenContactDoesNotExist","UnitTests.Repositories.ContactRepositoryInMemoryTests.DeleteContact_ShouldThrowException_WhenContactDoesNotExist",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithUnknownContactType_ThrowsValidationException","UnitTests.Services.PersonServiceTests+AddPersonContactTests.WithUnknownContactType_ThrowsValidationException",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","5","","","","UnitTests.Services.UserServiceTests","CreateUser_ShouldThrowUserAlreadyExistsException_WhenUserExists","UnitTests.Services.UserServiceTests.CreateUser_ShouldThrowUserAlreadyExistsException_WhenUserExists",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","8","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","GetUsers_ShouldReturnAllUsers","UnitTests.Repositories.UserRepositoryInMemoryTests.GetUsers_ShouldReturnAllUsers",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","4","","","","UnitTests.Services.PersonServiceTests+AddPersonDocumentTests","WithInvalidPassport_ThrowsValidationException","UnitTests.Services.PersonServiceTests+AddPersonDocumentTests.WithInvalidPassport_ThrowsValidationException",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","2","","","","UnitTests.Repositories.PersonRepositoryInMemoryTests","GetPerson_ShouldThrow_WhenNotFound","UnitTests.Repositories.PersonRepositoryInMemoryTests.GetPerson_ShouldThrow_WhenNotFound",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","16","","","","UnitTests.Repositories.ContactRepositoryInMemoryTests","CreateContact_ShouldThrowException_WhenPersonDoesNotExist","UnitTests.Repositories.ContactRepositoryInMemoryTests.CreateContact_ShouldThrowException_WhenPersonDoesNotExist",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","2","","","","UnitTests.Repositories.PropertyRepositoryInMemoryTests","CreateProperty_ShouldThrow_WhenPropertyAlreadyExists","UnitTests.Repositories.PropertyRepositoryInMemoryTests.CreateProperty_ShouldThrow_WhenPropertyAlreadyExists",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","18","","","","UnitTests.Services.PersonServiceTests+AddPersonDocumentTests","WithInvalidPassportJson_ThrowsValidationException","UnitTests.Services.PersonServiceTests+AddPersonDocumentTests.WithInvalidPassportJson_ThrowsValidationException",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","0","","","","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithInvalidEmail_ThrowsValidationException(invalidEmail: ""  "")","UnitTests.Services.PersonServiceTests+AddPersonContactTests.WithInvalidEmail_ThrowsValidationException(String invalidEmail)",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","1","","","","UnitTests.Services.PersonServiceTests+GetPersonTests","GetPerson_WithDefaultId_ThrowsArgumentException","UnitTests.Services.PersonServiceTests+GetPersonTests.GetPerson_WithDefaultId_ThrowsArgumentException",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","2","","","","UnitTests.Repositories.PropertyRepositoryInMemoryTests","CreateProperty_ShouldThrow_WhenPersonDoesNotExist","UnitTests.Repositories.PropertyRepositoryInMemoryTests.CreateProperty_ShouldThrow_WhenPersonDoesNotExist",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","1","","","","UnitTests.Repositories.DocumentRepositoryInMemoryTests","GetPersonDocuments_ShouldThrow_WhenPersonNotFound","UnitTests.Repositories.DocumentRepositoryInMemoryTests.GetPersonDocuments_ShouldThrow_WhenPersonNotFound",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","9","","","","UnitTests.Services.PersonServiceTests+GetPersonsTests","GetPersons_ReturnsFilteredPersons","UnitTests.Services.PersonServiceTests+GetPersonsTests.GetPersons_ReturnsFilteredPersons",""
"passed","Tue Oct 21 18:07:18 GMT 2025","Tue Oct 21 18:07:18 GMT 2025","5","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WithDepth2_ReturnsMultiLevelRelationships2","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WithDepth2_ReturnsMultiLevelRelationships2",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","3","","","","UnitTests.Services.PersonServiceTests+GetPersonTests","GetPerson_WhenPersonNotFound_ThrowsPersonNotFoundException","UnitTests.Services.PersonServiceTests+GetPersonTests.GetPerson_WhenPersonNotFound_ThrowsPersonNotFoundException",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","35","","","","UnitTests.Repositories.PropertyRepositoryInMemoryTests","CreateProperty_ShouldCreateSuccessfully","UnitTests.Repositories.PropertyRepositoryInMemoryTests.CreateProperty_ShouldCreateSuccessfully",""
"passed","Tue Oct 21 18:07:18 GMT 2025","Tue Oct 21 18:07:18 GMT 2025","37","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WhenPersonDontExists_ThrowsException","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WhenPersonDontExists_ThrowsException",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","5","","","","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","SetRelationship_ShouldUpdateExistingRelationship","UnitTests.Repositories.RelationshipRepositoryInMemoryTests.SetRelationship_ShouldUpdateExistingRelationship",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","1","","","","UnitTests.Repositories.PersonRepositoryInMemoryTests","CreatePerson_ShouldThrow_WhenIdAlreadyExists","UnitTests.Repositories.PersonRepositoryInMemoryTests.CreatePerson_ShouldThrow_WhenIdAlreadyExists",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","18","","","","UnitTests.Repositories.ContactRepositoryInMemoryTests","CreateContact_ShouldCreateSuccessfully","UnitTests.Repositories.ContactRepositoryInMemoryTests.CreateContact_ShouldCreateSuccessfully",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","1","","","","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithInvalidPhone_ThrowsValidationException","UnitTests.Services.PersonServiceTests+AddPersonContactTests.WithInvalidPhone_ThrowsValidationException",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","1","","","","UnitTests.Services.PersonServiceTests+DeletePersonContactTests","WithValidId_CallsRepository","UnitTests.Services.PersonServiceTests+DeletePersonContactTests.WithValidId_CallsRepository",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","4","","","","UnitTests.Services.PersonServiceTests+DeletePersonPropertyTests","WithValidId_CallsRepository","UnitTests.Services.PersonServiceTests+DeletePersonPropertyTests.WithValidId_CallsRepository",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","12","","","","UnitTests.Services.PersonServiceTests+AddPersonPropertyTests","WithValidData_CallsRepository","UnitTests.Services.PersonServiceTests+AddPersonPropertyTests.WithValidData_CallsRepository",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","2","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","ChangePassword_ShouldUpdatePassword","UnitTests.Repositories.UserRepositoryInMemoryTests.ChangePassword_ShouldUpdatePassword",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","9","","","","UnitTests.Repositories.PropertyRepositoryInMemoryTests","DeleteProperty_ShouldDeleteSuccessfully","UnitTests.Repositories.PropertyRepositoryInMemoryTests.DeleteProperty_ShouldDeleteSuccessfully",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","17","","","","UnitTests.Repositories.ContactRepositoryInMemoryTests","GetPersonIdByContact_ShouldThrowException_WhenContactNotFound","UnitTests.Repositories.ContactRepositoryInMemoryTests.GetPersonIdByContact_ShouldThrowException_WhenContactNotFound",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","1","","","","UnitTests.Repositories.PropertyRepositoryInMemoryTests","DeleteProperty_ShouldThrow_WhenPropertyNotFound","UnitTests.Repositories.PropertyRepositoryInMemoryTests.DeleteProperty_ShouldThrow_WhenPropertyNotFound",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","69","","","","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","SetRelationship_ShouldCreateRelationship","UnitTests.Repositories.RelationshipRepositoryInMemoryTests.SetRelationship_ShouldCreateRelationship",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","2","","","","UnitTests.Repositories.ContactRepositoryInMemoryTests","GetPersonIdByContact_ShouldReturnPerson","UnitTests.Repositories.ContactRepositoryInMemoryTests.GetPersonIdByContact_ShouldReturnPerson",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","12","","","","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests","DeleteCharacteristic_ShouldDeleteSuccessfully","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests.DeleteCharacteristic_ShouldDeleteSuccessfully",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","1","","","","UnitTests.Repositories.PropertyRepositoryInMemoryTests","GetPersonProperties_ShouldThrow_WhenPersonNotFound","UnitTests.Repositories.PropertyRepositoryInMemoryTests.GetPersonProperties_ShouldThrow_WhenPersonNotFound",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","1","","","","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithValidEmail_CallsRepository","UnitTests.Services.PersonServiceTests+AddPersonContactTests.WithValidEmail_CallsRepository",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","2","","","","UnitTests.Repositories.DocumentRepositoryInMemoryTests","CreateDocument_ShouldThrow_WhenPersonDoesNotExist","UnitTests.Repositories.DocumentRepositoryInMemoryTests.CreateDocument_ShouldThrow_WhenPersonDoesNotExist",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+DeletePersonDocumentTests","WithValidId_CallsRepository","UnitTests.Services.PersonServiceTests+DeletePersonDocumentTests.WithValidId_CallsRepository",""
"passed","Tue Oct 21 18:07:18 GMT 2025","Tue Oct 21 18:07:18 GMT 2025","1","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WhenDepthIsZero_ThrowsArgumentException","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WhenDepthIsZero_ThrowsArgumentException",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","1","","","","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests","DeleteCharacteristic_ShouldThrow_WhenNotFound","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests.DeleteCharacteristic_ShouldThrow_WhenNotFound",""
"passed","Tue Oct 21 18:07:18 GMT 2025","Tue Oct 21 18:07:18 GMT 2025","3","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WithDepth2_ReturnsMultiLevelRelationships1","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WithDepth2_ReturnsMultiLevelRelationships1",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","61","","","","UnitTests.Services.AuthServiceTests","Login_ValidCredentials_ReturnsJwtToken","UnitTests.Services.AuthServiceTests.Login_ValidCredentials_ReturnsJwtToken",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","2","","","","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","GetPersonRelationships_ShouldReturnEmpty_WhenNoRelationships","UnitTests.Repositories.RelationshipRepositoryInMemoryTests.GetPersonRelationships_ShouldReturnEmpty_WhenNoRelationships",""
"passed","Tue Oct 21 18:07:18 GMT 2025","Tue Oct 21 18:07:18 GMT 2025","3","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WhenNoFurtherRelationships_StopsEarly","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WhenNoFurtherRelationships_StopsEarly",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","3","","","","UnitTests.Services.PersonServiceTests+SetPersonsRelationshipTests","SetPersonsRelationship_WithValidIds_CallsRepository","UnitTests.Services.PersonServiceTests+SetPersonsRelationshipTests.SetPersonsRelationship_WithValidIds_CallsRepository",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+DeletePersonTests","DeletePerson_WithValidId_CallsRepository","UnitTests.Services.PersonServiceTests+DeletePersonTests.DeletePerson_WithValidId_CallsRepository",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithValidPhone_CallsRepository","UnitTests.Services.PersonServiceTests+AddPersonContactTests.WithValidPhone_CallsRepository",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","2","","","","UnitTests.Services.UserServiceTests","DeleteUser_ShouldThrowUserNotFoundException_WhenUserNotExists","UnitTests.Services.UserServiceTests.DeleteUser_ShouldThrowUserNotFoundException_WhenUserNotExists",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","23","","","","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests","CreateCharacteristic_ShouldThrow_WhenAuthorDoesNotExist","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests.CreateCharacteristic_ShouldThrow_WhenAuthorDoesNotExist",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","3","","","","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","SetRelationship_ShouldThrow_WhenDeletingNonExistingRelationship","UnitTests.Repositories.RelationshipRepositoryInMemoryTests.SetRelationship_ShouldThrow_WhenDeletingNonExistingRelationship",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","7","","","","UnitTests.Repositories.DocumentRepositoryInMemoryTests","CreateDocument_ShouldCreateSuccessfully","UnitTests.Repositories.DocumentRepositoryInMemoryTests.CreateDocument_ShouldCreateSuccessfully",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","10","","","","UnitTests.Repositories.DocumentRepositoryInMemoryTests","DeleteDocument_ShouldDeleteSuccessfully","UnitTests.Repositories.DocumentRepositoryInMemoryTests.DeleteDocument_ShouldDeleteSuccessfully",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","3","","","","UnitTests.Services.AuthServiceTests","ChangePassword_UserNotFound_ThrowsUserNotFoundException","UnitTests.Services.AuthServiceTests.ChangePassword_UserNotFound_ThrowsUserNotFoundException",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","48","","","","UnitTests.Services.PersonServiceTests+AddPersonDocumentTests","WithValidPassport_CallsRepository","UnitTests.Services.PersonServiceTests+AddPersonDocumentTests.WithValidPassport_CallsRepository",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","5","","","","UnitTests.Repositories.ContactRepositoryInMemoryTests","GetPersonContacts_ShouldReturnFilteredContacts","UnitTests.Repositories.ContactRepositoryInMemoryTests.GetPersonContacts_ShouldReturnFilteredContacts",""
"passed","Tue Oct 21 18:07:21 GMT 2025","Tue Oct 21 18:07:21 GMT 2025","2","","","","UnitTests.Repositories.UserRepositoryInMemoryTests","ChangePassword_ShouldThrow_WhenUserNotFound","UnitTests.Repositories.UserRepositoryInMemoryTests.ChangePassword_ShouldThrow_WhenUserNotFound",""
"passed","Tue Oct 21 18:07:18 GMT 2025","Tue Oct 21 18:07:18 GMT 2025","2","","","","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests","GetPersonRelationships_WhenNoRelationships_WithDepth1_ReturnsEmpty","UnitTests.Services.PersonServiceTests+GetPersonRelationshipsTests.GetPersonRelationships_WhenNoRelationships_WithDepth1_ReturnsEmpty",""
"passed","Tue Oct 21 18:07:20 GMT 2025","Tue Oct 21 18:07:20 GMT 2025","25","","","","UnitTests.Repositories.DocumentRepositoryInMemoryTests","CreateDocument_ShouldThrow_WhenDocumentAlreadyExists","UnitTests.Repositories.DocumentRepositoryInMemoryTests.CreateDocument_ShouldThrow_WhenDocumentAlreadyExists",""
